train_loss,train_acc,train_combined_loss,train_langts,train_hausdorff,train_acc_md_and_color_shape,test_loss,test_acc,test_combined_loss,test_langts,test_hausdorff,test_acc_md_and_color_shape,dataset,name,n,train_ts,train_reprts,test_ts,test_reprts
0.4170725257957683,0.8583773704304415,0.4170725257957683,0.4340511619196185,0.4340511619196185,0.8583773647465468,0.26861965831588297,0.8968603098672978,0.26861965831588297,0.6524511594571563,0.6524511594571563,0.8968603025999142,shapeworld,concept,0,,,,
0.3306911850676817,0.8553759004312402,0.3306911850676817,0.39672629526582126,0.39672629526582126,0.8553758935917828,0.36246708561392393,0.8292338394978466,0.36246708561392393,0.5654050197548404,0.5654050197548404,0.829233833393849,shapeworld,concept,1,,,,
0.31102169261259194,0.8669803115452038,0.31102169261259194,0.45996466689225846,0.45996466689225846,0.8669803050060482,0.39672768904882316,0.8312279591840857,0.39672768904882316,0.5768530954536526,0.5768530954536526,0.8312279529584681,shapeworld,concept,2,,,,
0.5068922849262462,0.7423091335128336,0.5068922849262462,0.46987123641883694,0.46987123641883694,0.7423091299282497,0.4913037156357485,0.7436103100075441,0.4913037156357485,0.6990001977110728,0.6990001977110728,0.7436103060552304,shapeworld,concept,3,,,,
0.27930960234473734,0.9001944286234239,0.27930960234473734,0.476643054742784,0.476643054742784,0.9001944190659943,0.2796478210126652,0.8917706062372991,0.2796478210126652,0.6736295758919784,0.6736295758919784,0.891770598492859,shapeworld,concept,4,,,,
0.32601990068660064,0.873925605801975,0.32601990068660064,0.32637773160257344,0.32637773160257344,0.8739256004082806,0.2963806487181607,0.885695606357911,0.2963806487181607,0.44697490015315117,0.44697490015315117,0.8856955996861352,shapeworld,setref,0,,,,
0.2609651597107158,0.9029173707008362,0.2609651597107158,0.3321905036822408,0.3321905036822408,0.902917362707678,0.25693437720046325,0.9069000173035788,0.25693437720046325,0.4101083449543031,0.4101083449543031,0.9069000081349821,shapeworld,setref,1,,,,
0.2779431904063505,0.8983135480319754,0.2779431904063505,0.3008975047918805,0.3008975047918805,0.8983135386485387,0.23723132864517324,0.9162559004811679,0.23723132864517324,0.41223247023637266,0.41223247023637266,0.9162558906538524,shapeworld,setref,2,,,,
0.20969872790224411,0.9248297230383928,0.20969872790224411,0.42265492364331836,0.42265492364331836,0.9248297118066865,0.20696021791766672,0.936423545037999,0.20696021791766672,0.4178770925506455,0.4178770925506455,0.9364235349402705,shapeworld,setref,3,,,,
0.3762277943246505,0.847185900065478,0.3762277943246505,0.26965395735525677,0.26965395735525677,0.8471858958488441,0.3433295672430712,0.8632853135641885,0.3433295672430712,0.35890743898703753,0.35890743898703753,0.8632853087322677,shapeworld,setref,4,,,,
0.33161540820213137,0.8662290617020546,0.33161540820213137,,0.11681828475522182,,0.5103661683862081,0.7557904306571643,0.5103661683862081,,0.29120532635802265,,cub,concept,0,0.12011267924953999,0.04328416864423394,0.19288078612003962,0.13094227764466887
0.34917863061328136,0.853592834030083,0.34917863061328136,,0.10935005845048407,,0.47908996197277914,0.7709012120069858,0.47908996197277914,,0.3040636874009719,,cub,concept,1,0.11809903215107674,0.08817579565192726,0.1876967026490854,0.14130519049702772
0.31519519345846003,0.8733832545123411,0.31519519345846003,,0.1164524680569089,,0.4414495902504036,0.7950119914123402,0.4414495902504036,,0.32810666920777565,,cub,concept,2,0.09590732270408621,0.147496093679436,0.18464000138281106,0.18281298583127686
0.32828574426873713,0.8757515181395827,0.32828574426873713,,0.13442099153237236,,0.4726398594365149,0.7793892368299521,0.4726398594365149,,0.33132893925769435,,cub,concept,3,0.09921889641460313,0.15103241515398638,0.20774615732223886,0.17976650064772823
0.3396382758360423,0.8647485227784714,0.3396382758360423,,0.12319841091430349,,0.5166085353511536,0.7787784561568392,0.5166085353511536,,0.2932310074596422,,cub,concept,4,0.15636848309200296,0.13195376330142045,0.18595494927770823,0.14829325978470864
0.3153102502316058,0.8734955293903812,0.3153102502316058,,0.10623921194426214,,0.4423875353650419,0.7996916315941038,0.4423875353650419,,0.34287160367898883,,cub,setref,0,0.07442722769462669,0.08674288086345168,0.20912337286235225,0.18649870483360154
0.2694377504779907,0.8936452325946559,0.2694377504779907,,0.1386634877827698,,0.3806406868075182,0.8320269646473271,0.3806406868075182,,0.32577012215085843,,cub,setref,1,0.1453182355233412,0.15305877238462032,0.21021093394569534,0.19818385438968145
0.27275813121103243,0.8923263699637208,0.27275813121103243,,0.14886964751775217,,0.4094694429885841,0.8170628899014643,0.4094694429885841,,0.35601096897304774,,cub,setref,2,0.09770508040084021,0.13892975866530735,0.23096577370529453,0.21887940035936482
0.24940692495086236,0.903205113303875,0.24940692495086236,,0.15253991474845696,,0.3763631407372252,0.8315569041018,0.3763631407372252,,0.3589550064404896,,cub,setref,3,0.13479364303831812,0.121946567290507,0.22508658329510545,0.23582894873064772
0.2764727139544344,0.8890030160492766,0.2764727139544344,,0.12287144318658673,,0.41774288979832996,0.8145628892732951,0.41774288979832996,,0.3274999622737359,,cub,setref,4,0.09950519712128618,0.1373838098159692,0.2058995966338766,0.2007736374059484
0.1929033249616623,0.9245000171661377,0.1929033249616623,,0.03132960157070448,,0.255013644695282,0.901000018119812,0.255013644695282,,0.13250851629110627,,cub,ref,0,-0.008658174335478072,0.045546656865726176,0.09595431571314612,0.09011123593154054
0.2486753761768341,0.9085000228881835,0.2486753761768341,,0.02006728118052344,,0.31254932284355164,0.8670000290870666,0.31254932284355164,,0.08110045050436172,,cub,ref,1,-0.0027932855786889786,-0.057724563908851986,0.07378291686383659,0.049950952861923636
0.2435012012720108,0.9185000276565551,0.2435012012720108,,0.08229651537545983,,0.3620067536830902,0.8775000095367431,0.3620067536830902,,0.08320775101194491,,cub,ref,2,0.041447383277227974,0.05780984955153501,0.06373878843733864,0.08476268693526352
0.19581080973148346,0.9270000314712524,0.19581080973148346,,0.08483336272099692,,0.26944538950920105,0.8935000133514405,0.26944538950920105,,0.12843730128382544,,cub,ref,3,0.06546496590026064,0.03368972036498199,0.05314127752925059,0.013373771812651473
0.18055754899978638,0.9335000157356262,0.18055754899978638,,0.034775065257642644,,0.23175199329853058,0.9070000171661377,0.23175199329853058,,0.08941269297815184,,cub,ref,4,0.024124869184372618,0.012868558751434122,0.08188096998759332,0.09325316356960132
