train_loss,train_acc,train_combined_loss,train_hausdorff,train_ts,train_reprts,test_loss,test_acc,test_combined_loss,test_hausdorff,test_ts,test_reprts,dataset,name,n
0.4401669502258301,0.7928000116348266,0.4401669502258301,0.11992914596930901,0.21031087924805958,0.2520814857221717,0.5474982559680939,0.7410000121593476,0.5474982559680939,0.35016235112657923,0.46087888755948225,0.41390521427513494,cub,concept,0
0.4353252351284027,0.7959000186920167,0.4353252351284027,0.13614065151849153,0.27808948638642944,0.264375453961493,0.5158889591693878,0.748500007390976,0.5158889591693878,0.40059508957550727,0.4935104930754737,0.37435796804014376,cub,concept,1
0.4155101478099823,0.8081000108718872,0.4155101478099823,0.12690369792987535,0.25071257664342456,0.22739991060934397,0.48295728862285614,0.7605000126361847,0.48295728862285614,0.4134727747313372,0.5019975030275029,0.4424045119779318,cub,concept,2
0.430446982383728,0.8022000160217285,0.430446982383728,0.13122258312693913,0.2677650028641157,0.2523308317403888,0.5016278773546219,0.7655000185966492,0.5016278773546219,0.3962110480427655,0.4897850507669992,0.43876879963277243,cub,concept,3
0.42811015248298645,0.7994000105857849,0.42811015248298645,0.11313236461804378,0.3036897498489615,0.3004262680018708,0.5582264363765717,0.7520000171661376,0.5582264363765717,0.33075379015258,0.4161617619014083,0.3487578901380479,cub,concept,4
1.456568717956543,0.6646000194549561,1.456568717956543,0.06671521160282531,0.06854453064611138,0.06708399609610213,1.5314722657203674,0.6280000102519989,1.5314722657203674,0.14571487924888882,0.25837870406784885,0.2704448470974753,cub,ref,0
1.3603503704071045,0.62860000705719,1.3603503704071045,0.04957986133964787,0.07317913976728835,0.03104719938370654,1.2266529202461243,0.6175000131130218,1.2266529202461243,0.14774132289075764,0.21291843922593617,0.19545874129573837,cub,ref,1
1.3800654411315918,0.640300006866455,1.3800654411315918,0.06662029666348089,0.07109088895813828,0.06760713517066232,1.3600065112113953,0.6214999973773956,1.3600065112113953,0.14499924055819502,0.20934962092294646,0.1902770737120296,cub,ref,2
1.277378797531128,0.6748000121116638,1.277378797531128,0.08467286156917267,0.10207228352178194,0.10187663685362632,1.426208257675171,0.6550000059604645,1.426208257675171,0.20729338306943032,0.25704979781244897,0.2962349757936995,cub,ref,3
1.4665944576263428,0.6752000074386597,1.4665944576263428,0.08580184045489843,0.09235737777945445,0.05019485904857179,1.4561084508895874,0.6317500042915345,1.4561084508895874,0.15970169234741582,0.20825765240304955,0.24079746553522346,cub,ref,4
